name,id,race,flavors1,flavors2,flavors3,positiveeffects1,positiveeffects2,positiveeffects3,positiveeffects4,positiveeffects5,negativeeffects1,negativeeffects2,negativeeffects3,negativeeffects4,negativeeffects5,medicaleffects1,medicaleffects2,medicaleffects3,medicaleffects4,medicaleffects5,medicaleffects6
Rockstar Kush,1729,indica,Pungent,Skunk,Spicy/Herbal,Relaxed,Hungry,Euphoric,Happy,Sleepy,Dry Mouth,Dry Eyes,Anxious,,,Depression,Insomnia,Stress,Lack of Appetite,Inflammation,
Rockstar Master Kush,1730,indica,Pine,Sweet,Berry,Relaxed,Hungry,Euphoric,Sleepy,Giggly,Dry Mouth,Dry Eyes,,,,Depression,Insomnia,Pain,Stress,Lack of Appetite,
Rocky Mountain Blueberry,1732,indica,Blueberry,Berry,Sweet,Relaxed,Euphoric,Happy,Uplifted,,Dry Mouth,Paranoid,Dry Eyes,,,Depression,Insomnia,Stress,Cramps,Fatigue,
Rocky Mountain High,1733,hybrid,Earthy,Skunk,Citrus,Relaxed,Euphoric,Creative,Uplifted,Focused,Paranoid,Anxious,,,,Pain,Stress,Nausea,Fatigue,Eye Pressure,
Rollex OG Kush,1734,indica,Earthy,Sweet,Cheese,Relaxed,Happy,Uplifted,Giggly,,Dry Mouth,,,,,Depression,Pain,Stress,Fatigue,Headaches,
Rolls Choice,1735,hybrid,Diesel,Pine,Pungent,Relaxed,Euphoric,Happy,Energetic,Uplifted,Dry Mouth,Dry Eyes,,,,Depression,Pain,Stress,Fatigue,Inflammation,
Romping Goddess,1736,hybrid,Earthy,Pine,Tree Fruit,Hungry,Happy,Creative,Giggly,,Dizzy,Dry Mouth,Dry Eyes,,,Insomnia,Pain,Stress,Nausea,Muscle Spasms,
Romulan,1737,indica,Earthy,Pine,Pungent,Relaxed,Euphoric,Happy,Uplifted,Sleepy,Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious,Insomnia,Pain,Stress,Headaches,Muscle Spasms,
Romulan Grapefruit,1738,hybrid,Grapefruit,Lemon,Lime,Relaxed,Creative,Tingly,Sleepy,Focused,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Insomnia,Pain,Stress,Nausea,Headache,Inflammation
Romulan Haze,1739,hybrid,Pungent,Citrus,Skunk,Relaxed,Euphoric,Energetic,Focused,,Paranoid,Dry Eyes,Anxious,,,Depression,Pain,Stress,Fatigue,Eye Pressure,
Root Beer Kush,1740,sativa,Sweet,Vanilla,Pungent,Relaxed,Happy,Energetic,Uplifted,Giggly,Dry Mouth,Paranoid,Dry Eyes,,,Pain,Stress,Nausea,Fatigue,Eye Pressure,
Rose Bud,1741,indica,Rose,Flowery,Sweet,Relaxed,Euphoric,Creative,Uplifted,Focused,Paranoid,Dry Eyes,Anxious,,,Depression,Pain,Stress,Inflammation,Muscle Spasms,
Royal Chemdawg,1742,hybrid,Citrus,Diesel,Chemical,Relaxed,Happy,Uplifted,Sleepy,Giggly,Dizzy,,,,,Depression,Insomnia,Stress,Fatigue,Headaches,
Royal Dwarf,1743,hybrid,Skunk,Honey,Lemon,Relaxed,Hungry,Happy,Tingly,,Dry Mouth,,,,,Depression,Pain,Stress,Eye Pressure,Muscle Spasms,
Royal Haze,1744,sativa,Skunk,Citrus,Tropical,Euphoric,Happy,Creative,Energetic,Uplifted,Dry Mouth,Dry Eyes,,,,Depression,Pain,Stress,Fatigue,Eye Pressure,
Royal Highness,1745,hybrid,Flowery,Woody,Coffee,Hungry,Happy,Talkative,Uplifted,Focused,,,,,,Depression,Insomnia,Pain,Stress,Fatigue,
Royal Kush,1746,hybrid,Earthy,Skunk,Pine,Relaxed,Euphoric,Happy,Uplifted,Sleepy,Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious,Insomnia,Pain,Stress,Headaches,Muscle Spasms,
Rubicon,1747,hybrid,Flowery,Earthy,Lavender,Relaxed,Hungry,Euphoric,Happy,Uplifted,,,,,,Depression,Pain,Stress,Fatigue,Inflammation,
RudeBoi OG,1748,hybrid,Earthy,Woody,Pine,Relaxed,Euphoric,Happy,Uplifted,Sleepy,Dry Mouth,,,,,Depression,Insomnia,Pain,Stress,Lack of Appetite,
Rug Burn OG,1749,hybrid,Spicy/Herbal,Citrus,Sweet,Relaxed,Euphoric,Happy,Uplifted,Focused,Dizzy,Dry Mouth,Dry Eyes,Anxious,,Depression,Insomnia,Pain,Stress,Muscle Spasms,
Russian Assassin,1750,indica,Diesel,Skunk,Ammonia,Relaxed,Happy,Tingly,Sleepy,Focused,Dry Mouth,Paranoid,Dry Eyes,Anxious,,Insomnia,Pain,Stress,Lack of Appetite,Nausea,
Russian Rocket Fuel,1751,hybrid,Spicy/Herbal,Diesel,Menthol,Relaxed,Euphoric,Happy,Creative,Uplifted,Dry Mouth,,,,,Depression,Pain,Lack of Appetite,Nausea,Eye Pressure,
SAGE,1752,hybrid,Pine,Earthy,Sage,Relaxed,Euphoric,Happy,Energetic,Uplifted,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Pain,Stress,Headache,Headaches,Muscle Spasms
SFV Dog,1753,hybrid,Pungent,Pine,Citrus,Relaxed,Euphoric,Happy,Sleepy,Focused,Dry Mouth,Paranoid,Dry Eyes,,,Depression,Pain,Stress,Nausea,Muscle Spasms,
SFV OG,1754,hybrid,Pine,Earthy,Pungent,Relaxed,Euphoric,Happy,Uplifted,Focused,Dry Mouth,Paranoid,Dry Eyes,Anxious,,Depression,Pain,Stress,Nausea,Headache,Fatigue
SFV OG Kush,1755,indica,Lemon,Citrus,Diesel,Relaxed,Hungry,Euphoric,Happy,Sleepy,Dizzy,Dry Mouth,Dry Eyes,,,Insomnia,Pain,Stress,Lack of Appetite,Headache,Muscle Spasms
Sage N Sour,1756,sativa,Sage,Diesel,Earthy,Relaxed,Euphoric,Happy,Energetic,Uplifted,Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious,Depression,Pain,Stress,Fatigue,Eye Pressure,
Salmon River OG,1757,indica,Pungent,Earthy,Spicy/Herbal,Relaxed,Happy,Talkative,Sleepy,,Dry Mouth,,,,,Depression,Insomnia,Pain,Stress,Muscle Spasms,
Santa Maria,1758,sativa,Earthy,Sweet,Woody,Relaxed,Euphoric,Happy,Creative,Energetic,Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious,Depression,Pain,Fatigue,Inflammation,Muscle Spasms,
Santa Sativa,1759,sativa,Blueberry,Earthy,Lavender,Creative,Aroused,,,,Dizzy,Dry Eyes,Anxious,,,Pain,Stress,Lack of Appetite,Nausea,Spasticity,
Sapphire Scout,1760,hybrid,Berry,Blueberry,Sweet,Relaxed,Euphoric,Happy,Sleepy,,Dry Mouth,Dry Eyes,,,,Insomnia,Pain,Stress,Headaches,Inflammation,
Sapphire Star,1761,hybrid,Grapefruit,Sweet,Berry,Relaxed,Happy,Uplifted,Sleepy,Focused,Dry Eyes,,,,,Depression,Stress,Lack of Appetite,Headaches,Eye Pressure,
Sasquatch Sap,1762,hybrid,Diesel,Coffee,Earthy,Relaxed,Happy,Creative,Energetic,Uplifted,,,,,,Depression,Insomnia,Lack of Appetite,Fatigue,Inflammation,
Satellite OG,1763,indica,Pungent,Berry,Minty,Relaxed,Euphoric,Happy,Sleepy,,Dry Mouth,Dry Eyes,,,,Depression,Insomnia,Pain,Stress,Cramps,
Satori,1764,hybrid,Earthy,Pine,Chemical,Euphoric,Happy,Energetic,Uplifted,Focused,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Pain,Stress,Lack of Appetite,Headache,Fatigue
Saturn OG,1765,hybrid,Earthy,Pungent,Sweet,Relaxed,Euphoric,Happy,Creative,Uplifted,Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious,Depression,Insomnia,Pain,Stress,Lack of Appetite,
Savant's Grail,1767,hybrid,Chemical,Earthy,Flowery,Euphoric,Happy,Focused,Giggly,Aroused,Dry Mouth,,,,,,,,,,
Schrom,1768,sativa,Lemon,Citrus,Pine,Relaxed,Happy,Creative,Energetic,Uplifted,Dry Mouth,,,,,Depression,Stress,Lack of Appetite,Headache,Eye Pressure,Muscle Spasms
Scooby Snacks,1769,hybrid,Earthy,Pungent,Citrus,Relaxed,Euphoric,Happy,Uplifted,Sleepy,Dry Mouth,Dry Eyes,,,,Depression,Insomnia,Stress,Headaches,Inflammation,
Scott's OG,1770,hybrid,Pine,Earthy,Sweet,Relaxed,Euphoric,Happy,Creative,Uplifted,Dry Mouth,Dry Eyes,,,,Depression,Insomnia,Pain,Stress,Headache,Fatigue
Scout's Honor,1771,hybrid,Sweet,Tropical,Flowery,Relaxed,Happy,Creative,Talkative,Giggly,,,,,,Depression,Insomnia,Pain,Lack of Appetite,Headaches,
Seattle Blue,1772,indica,Flowery,Sweet,Berry,Relaxed,Hungry,Euphoric,Creative,Talkative,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Insomnia,Pain,Lack of Appetite,Headaches,
Seattle Cough,1773,sativa,Sweet,Pine,Citrus,Euphoric,Happy,Creative,Talkative,Uplifted,Dry Mouth,Paranoid,Dry Eyes,,,Depression,Stress,Fatigue,Headaches,Inflammation,
Secret Garden OG,1774,indica,Lavender,,,Relaxed,Euphoric,Happy,Creative,Talkative,,,,,,,,,,,
Secret Recipe,1775,hybrid,Diesel,Citrus,Sweet,Relaxed,Euphoric,Happy,Creative,Uplifted,Dry Mouth,Paranoid,Anxious,,,Depression,Pain,Stress,Cramps,Muscle Spasms,
Sensi Skunk,1776,indica,Citrus,Earthy,Pine,Relaxed,Happy,Creative,Uplifted,,Dry Mouth,,,,,Depression,Insomnia,Pain,Stress,Lack of Appetite,
Sensi Star,1777,indica,Earthy,Sweet,Pungent,Relaxed,Euphoric,Happy,Uplifted,Sleepy,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Insomnia,Pain,Stress,Lack of Appetite,Headache
Sequoia Strawberry,1778,sativa,Sweet,Earthy,Strawberry,Relaxed,Euphoric,Energetic,Uplifted,Focused,,,,,,Depression,Pain,Stress,Fatigue,Inflammation,
Serious 6,1779,sativa,Citrus,Lemon,Tropical,Hungry,Happy,Creative,Energetic,Focused,Dry Mouth,Dry Eyes,Anxious,,,Depression,Stress,Fatigue,Eye Pressure,Inflammation,
Sexxpot,1780,indica,Flowery,Tropical,Skunk,Relaxed,Hungry,Creative,Uplifted,,Dry Mouth,,,,,Pain,Lack of Appetite,Fatigue,Spasticity,Muscle Spasms,
Shaman,1781,sativa,Sweet,Lemon,Earthy,Relaxed,Happy,Energetic,Uplifted,Focused,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Stress,Nausea,Headache,Fatigue,Headaches
Shangri-La,1782,hybrid,Earthy,Lemon,Pungent,Relaxed,Euphoric,Happy,Energetic,Uplifted,Dry Mouth,Dry Eyes,,,,Depression,Pain,Stress,Fatigue,Eye Pressure,
Shark Attack,1783,indica,Earthy,Pungent,Skunk,Hungry,Happy,Focused,,,Dry Mouth,Dry Eyes,,,,Insomnia,Pain,Stress,Cramps,Inflammation,
Shark Bite,1784,hybrid,Pungent,Sweet,Tropical,Relaxed,Euphoric,Energetic,Uplifted,,Anxious,,,,,Depression,Insomnia,Stress,,,
Shark Shock,1785,indica,Woody,Pine,Spicy/Herbal,Relaxed,Euphoric,Happy,Focused,,Dizzy,Dry Mouth,Dry Eyes,Anxious,,Depression,Pain,Stress,Headache,Inflammation,Muscle Spasms
Sharksbreath,1786,hybrid,Earthy,Sweet,Citrus,Relaxed,Euphoric,Happy,Uplifted,Focused,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Insomnia,Pain,Stress,Headache,Fatigue
Shiatsu Kush,1787,hybrid,Earthy,Spicy/Herbal,Pungent,Relaxed,Euphoric,Happy,Sleepy,,Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious,Depression,Insomnia,Pain,Stress,Headaches,
Shipwreck,1789,sativa,Pine,Earthy,Pungent,Relaxed,Euphoric,Happy,Creative,Uplifted,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Pain,Stress,Lack of Appetite,Headache,Fatigue
Shishkaberry,1790,indica,Berry,Sweet,Earthy,Relaxed,Euphoric,Happy,Uplifted,Sleepy,Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious,Pain,Stress,Nausea,Headaches,Eye Pressure,
Shiskaquine,1791,hybrid,Berry,Citrus,Pine,Relaxed,Euphoric,Happy,Energetic,Uplifted,,,,,,Pain,Stress,Headaches,Eye Pressure,,
Shiva Skunk,1792,indica,Skunk,Sweet,Earthy,Relaxed,Euphoric,Happy,Uplifted,Focused,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Pain,Stress,Lack of Appetite,Headache,Headaches,Muscle Spasms
Shoreline,1793,hybrid,Skunk,Earthy,Pungent,Relaxed,Hungry,Euphoric,Happy,Giggly,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Pain,Stress,Nausea,Headache,Fatigue,Muscle Spasms
Shurman #7,1794,hybrid,Earthy,Sweet,,Relaxed,,,,,,,,,,Pain,Stress,,,,
Sierra Mist,1795,hybrid,Citrus,Sweet,Butter,Relaxed,Euphoric,Happy,Creative,Giggly,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Pain,Stress,Cramps,Nausea,Headaches,
Silver Back,1796,hybrid,Citrus,Earthy,Tropical,Euphoric,Happy,Talkative,Uplifted,Aroused,Anxious,,,,,Depression,Insomnia,Stress,Lack of Appetite,Nausea,
Silver Bubble,1797,hybrid,Sweet,Citrus,Pungent,Relaxed,Happy,Uplifted,Sleepy,Focused,Dry Mouth,Paranoid,Dry Eyes,Anxious,,Depression,Insomnia,Stress,Lack of Appetite,Fatigue,
Silver Haze,1799,sativa,Earthy,Sweet,Woody,Euphoric,Happy,Energetic,Uplifted,Giggly,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Pain,Stress,Lack of Appetite,Headache,Muscle Spasms
Silver Kush,1800,sativa,Citrus,Earthy,Pungent,Relaxed,Happy,Creative,Uplifted,Giggly,Dry Mouth,,,,,Depression,Pain,Stress,Lack of Appetite,Fatigue,
Silver Pearl,1802,hybrid,Citrus,Skunk,Pungent,Energetic,Uplifted,Tingly,,,Dizzy,Dry Mouth,Dry Eyes,Anxious,,Insomnia,Pain,Stress,Headache,Fatigue,Eye Pressure
Silver Surfer,1803,hybrid,Sweet,Woody,Earthy,Euphoric,Happy,Energetic,Uplifted,Focused,Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious,Depression,Pain,Stress,Fatigue,Headaches,
Silver Train,1804,sativa,Pine,Sweet,Pungent,Euphoric,Creative,Energetic,Focused,Aroused,,,,,,Depression,Pain,Stress,Inflammation,,
Silverback Gorilla,1805,indica,Pungent,Flowery,Sweet,Relaxed,Euphoric,Happy,Uplifted,Sleepy,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Insomnia,Pain,Stress,Muscle Spasms,
Silverfalls Kush,1806,hybrid,Sweet,Berry,Spicy/Herbal,Relaxed,Hungry,Euphoric,Happy,Giggly,Dry Eyes,,,,,Insomnia,Pain,Stress,Cramps,Inflammation,
Silverhawks OG,1807,sativa,Citrus,Earthy,Flowery,Euphoric,Happy,Creative,Energetic,Uplifted,,,,,,Depression,Pain,Stress,Fatigue,Headaches,
Sin City Kush,1808,indica,Grape,Pine,Nutty,Relaxed,Euphoric,Uplifted,Tingly,Giggly,Dizzy,Dry Mouth,,,,Depression,Insomnia,Stress,Eye Pressure,Muscle Spasms,
Sin Valley OG,1809,hybrid,Earthy,Citrus,Skunk,Relaxed,Happy,Sleepy,Giggly,,Dry Mouth,Dry Eyes,,,,Depression,Insomnia,Stress,Lack of Appetite,Headaches,
SinMint Cookies,1810,hybrid,Minty,Mint,Sweet,Relaxed,Euphoric,Happy,Uplifted,Tingly,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Insomnia,Pain,Stress,Cramps,
Sirius Black,1812,indica,Grape,Berry,Sweet,Relaxed,Euphoric,Happy,Creative,Uplifted,Dizzy,Dry Mouth,,,,Depression,Pain,Stress,Lack of Appetite,Muscle Spasms,
Six Shooter,1813,hybrid,Skunk,Sweet,Citrus,Relaxed,Euphoric,Happy,Creative,Uplifted,,,,,,Depression,Stress,Lack of Appetite,Fatigue,Headaches,
Skins Skunk,1814,hybrid,Lemon,Strawberry,Sweet,Relaxed,Hungry,Euphoric,Happy,Giggly,,,,,,Depression,Pain,Stress,Cramps,Muscle Spasms,
Skunk 47,1815,indica,Chemical,Earthy,Skunk,Relaxed,Happy,Uplifted,,,Dry Mouth,Dry Eyes,,,,Depression,Pain,Stress,Cramps,Nausea,
Skunk Dawg,1816,sativa,Skunk,Diesel,Sweet,Relaxed,Happy,Creative,Uplifted,Focused,Dry Mouth,Paranoid,Dry Eyes,,,Pain,Stress,Nausea,Headaches,Inflammation,
Skunk Haze,1817,hybrid,Woody,Earthy,Spicy/Herbal,Relaxed,Hungry,Euphoric,Happy,Focused,Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious,Depression,Pain,Stress,Lack of Appetite,Muscle Spasms,
Skunk No. 1,1818,hybrid,Skunk,Earthy,Pungent,Relaxed,Euphoric,Happy,Creative,Uplifted,Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious,Depression,Pain,Stress,Lack of Appetite,Fatigue,
Star Berry Indica,1819,indica,Berry,Citrus,Sweet,Relaxed,Happy,Energetic,Talkative,Focused,,,,,,Insomnia,Pain,Stress,Fatigue,Inflammation,
Star Killer,1820,indica,Earthy,Lemon,Pungent,Relaxed,Hungry,Euphoric,Happy,Sleepy,Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious,Depression,Insomnia,Pain,Stress,Inflammation,
Star Master Kush,1821,indica,Skunk,Pine,Earthy,Relaxed,Euphoric,Uplifted,Sleepy,Giggly,Dry Mouth,Dry Eyes,,,,Depression,Insomnia,Pain,Stress,Lack of Appetite,
Star Tonic,1822,hybrid,Citrus,Earthy,Sweet,Relaxed,Euphoric,Happy,Creative,Focused,Dry Mouth,Dry Eyes,,,,Depression,Pain,Stress,Headaches,Inflammation,
StarBud,1823,indica,Lemon,Diesel,Chemical,Relaxed,Hungry,Euphoric,Happy,Sleepy,Dizzy,Dry Mouth,Dry Eyes,Anxious,,Insomnia,Pain,Stress,Lack of Appetite,Muscle Spasms,
Stardawg,1824,hybrid,Diesel,Earthy,Pungent,Relaxed,Euphoric,Happy,Energetic,Uplifted,Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious,Depression,Pain,Stress,Lack of Appetite,Fatigue,
Stardawg Guava,1825,sativa,Tropical,Sweet,Chemical,Relaxed,Euphoric,Happy,Uplifted,Focused,Dry Mouth,Dry Eyes,,,,Depression,Pain,Stress,Lack of Appetite,Fatigue,
Starfighter,1826,hybrid,Pine,Woody,Pungent,Relaxed,Euphoric,Happy,Uplifted,Giggly,Dry Mouth,Paranoid,Dry Eyes,,,Depression,Stress,Lack of Appetite,Nausea,Fatigue,
Starry Night,1827,hybrid,Pungent,Berry,Blue Cheese,Euphoric,Happy,Creative,Tingly,Focused,Dry Mouth,,,,,Depression,Pain,Stress,Lack of Appetite,Muscle Spasms,
Stella Blue,1828,sativa,Flowery,Sweet,Tree Fruit,Relaxed,Happy,Energetic,Uplifted,Focused,Dry Mouth,Dry Eyes,,,,Depression,Pain,Stress,Nausea,Fatigue,
Stephen Hawking Kush,1829,indica,Earthy,Woody,Pine,Relaxed,Euphoric,Happy,Tingly,Focused,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Pain,Stress,Nausea,Headache,Inflammation,Muscle Spasms
Stevie Wonder,1830,hybrid,Orange,Pepper,Woody,Happy,Energetic,Uplifted,Tingly,Focused,Dry Mouth,,,,,Depression,Pain,Stress,Lack of Appetite,Fatigue,
Straight A's Haze,1831,sativa,Citrus,Flowery,Pungent,Euphoric,Happy,Creative,Energetic,Focused,,,,,,Depression,Stress,Fatigue,Headaches,Inflammation,
Strawberry,1832,sativa,Strawberry,Sweet,Berry,Relaxed,Euphoric,Happy,Energetic,Uplifted,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Pain,Stress,Nausea,Headache,Fatigue
Strawberry Amnesia,1833,sativa,Strawberry,Earthy,Pine,Relaxed,Euphoric,Energetic,Uplifted,Focused,Anxious,,,,,Depression,Stress,Headache,Fatigue,Headaches,Eye Pressure
Strawberry Banana,1834,hybrid,Strawberry,Sweet,Berry,Relaxed,Euphoric,Happy,Energetic,Uplifted,Dry Mouth,Paranoid,Dry Eyes,Anxious,,Depression,Insomnia,Pain,Stress,Fatigue,
Strawberry Blondie,1835,hybrid,Strawberry,Sweet,Pungent,Euphoric,Happy,Creative,Energetic,,Dry Mouth,,,,,Depression,Stress,Lack of Appetite,Fatigue,Eye Pressure,
Strawberry Blue,1836,sativa,Strawberry,Sweet,Berry,Euphoric,Happy,Energetic,Uplifted,Giggly,Dizzy,Dry Mouth,Dry Eyes,,,Depression,Pain,Stress,Lack of Appetite,Nausea,
Strawberry Cheesecake,1837,indica,Sweet,Strawberry,Flowery,Relaxed,Hungry,Euphoric,Happy,Uplifted,Dry Mouth,Paranoid,Dry Eyes,Anxious,,Depression,Pain,Stress,Lack of Appetite,Headaches,
Strawberry Cough,1838,sativa,Strawberry,Sweet,Berry,Relaxed,Euphoric,Happy,Energetic,Uplifted,Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious,Depression,Pain,Stress,Lack of Appetite,Fatigue,
Strawberry Diesel,1839,hybrid,Strawberry,Diesel,Sweet,Relaxed,Euphoric,Happy,Creative,Uplifted,Dry Mouth,Paranoid,Dry Eyes,Anxious,,Depression,Pain,Stress,Lack of Appetite,Headache,Fatigue
Strawberry Dream,1840,hybrid,Strawberry,Sweet,Berry,Relaxed,Euphoric,Creative,Energetic,Uplifted,Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious,Depression,Pain,Stress,Lack of Appetite,Nausea,
Strawberry Durban Diesel,1841,sativa,Strawberry,Earthy,Diesel,Creative,Energetic,Talkative,Uplifted,Aroused,,,,,,Depression,Stress,,,,
Strawberry Fields,1842,indica,Strawberry,Berry,Sweet,Relaxed,Euphoric,Happy,Uplifted,Tingly,Dry Mouth,Dry Eyes,,,,Depression,Insomnia,Pain,Stress,Headache,Muscle Spasms
Strawberry Frost,1843,indica,Strawberry,Sweet,Earthy,Relaxed,Euphoric,Happy,Uplifted,Aroused,,,,,,Depression,Pain,Stress,Cramps,Headaches,
Strawberry Ice,1844,sativa,Sweet,Strawberry,Berry,Euphoric,Happy,Energetic,Uplifted,Focused,Dry Mouth,Paranoid,Dry Eyes,,,Depression,Pain,Stress,Fatigue,Headaches,
Strawberry Kush,1845,hybrid,Strawberry,Sweet,Berry,Relaxed,Euphoric,Happy,Creative,Uplifted,Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious,Depression,Insomnia,Pain,Stress,Lack of Appetite,
Strawberry Lemonade,1846,sativa,Lemon,Strawberry,Sweet,Relaxed,Euphoric,Happy,Energetic,Uplifted,Dry Mouth,Paranoid,Dry Eyes,Anxious,,Depression,Pain,Stress,Fatigue,Headaches,
Strawberry Mango Haze,1847,sativa,Mango,Strawberry,Sweet,Euphoric,Happy,Energetic,Uplifted,Giggly,,,,,,Depression,Pain,Stress,Fatigue,Headaches,
Strawberry Milkshake,1848,hybrid,Strawberry,Sweet,Earthy,Relaxed,Happy,Uplifted,Sleepy,,Dry Eyes,,,,,Depression,Insomnia,Stress,Fatigue,Headaches,
Strawberry OG,1849,hybrid,Strawberry,Diesel,Spicy/Herbal,Relaxed,Hungry,Happy,Sleepy,Giggly,Dry Mouth,Dry Eyes,Anxious,,,Depression,Insomnia,Stress,Lack of Appetite,Inflammation,
Strawberry Satori,1850,sativa,Strawberry,Sweet,Earthy,Happy,Creative,Energetic,Uplifted,Focused,Dry Mouth,Paranoid,,,,Depression,Insomnia,Pain,Stress,Fatigue,
Sublime,1851,sativa,Earthy,Flowery,Spicy/Herbal,Happy,Creative,Energetic,Uplifted,Focused,Dry Mouth,Dry Eyes,Anxious,,,Pain,Stress,Lack of Appetite,Nausea,Headache,Fatigue
Sugar Black Rose,1852,indica,Sweet,Rose,Earthy,Relaxed,Euphoric,Happy,Uplifted,Sleepy,Dizzy,Dry Mouth,Dry Eyes,,,Depression,Insomnia,Pain,Stress,Nausea,Headache
Sugar Cookie,1853,hybrid,Sweet,Earthy,Pine,Relaxed,Euphoric,Happy,Uplifted,Sleepy,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Insomnia,Pain,Stress,Lack of Appetite,Headache
Sugar Kush,1854,indica,Sweet,Earthy,Chemical,Relaxed,Hungry,Happy,Sleepy,,Dry Mouth,Dry Eyes,,,,Insomnia,Pain,Stress,Lack of Appetite,Headaches,
Sugar Mama,1855,indica,Sweet,Citrus,Pungent,Relaxed,Euphoric,Happy,Uplifted,Aroused,Dry Eyes,,,,,Depression,Insomnia,Pain,Stress,Fatigue,
Sugar Plum,1857,sativa,Sweet,Berry,Lavender,Relaxed,Euphoric,Happy,Creative,Uplifted,Dizzy,Dry Mouth,Dry Eyes,,,Pain,Stress,Lack of Appetite,Nausea,Headache,Inflammation
Sugar Punch,1858,hybrid,Skunk,Sweet,Pine,Hungry,Euphoric,Happy,Uplifted,Giggly,Dry Mouth,Paranoid,Dry Eyes,Anxious,,Depression,Insomnia,Pain,Stress,Lack of Appetite,Headache
Sugar Shack,1859,hybrid,Earthy,Pine,Sweet,Relaxed,Happy,Creative,Energetic,Focused,Dizzy,Dry Mouth,Dry Eyes,,,Depression,Insomnia,Pain,Stress,Lack of Appetite,
Suicide Girl,1860,hybrid,Citrus,Sweet,Violet,Relaxed,Euphoric,Happy,Creative,Talkative,,,,,,Fatigue,,,,,
Summertime Squeeze,1861,sativa,Tea,Earthy,Flowery,Happy,Creative,Talkative,Giggly,,Dry Mouth,Paranoid,Dry Eyes,,,Fatigue,,,,,
Sumo Grande,1862,sativa,Citrus,,,Hungry,Creative,Focused,Aroused,,Dry Mouth,,,,,Depression,Stress,Lack of Appetite,Fatigue,,
Sun Ra,1864,sativa,Citrus,Earthy,Sweet,Hungry,Euphoric,Happy,Focused,,Dry Mouth,,,,,Insomnia,Stress,Lack of Appetite,,,
Sunburn,1865,sativa,Citrus,Earthy,Sweet,Relaxed,Happy,Creative,Energetic,Uplifted,,,,,,Pain,Stress,Headache,Fatigue,Inflammation,Muscle Spasms
Sunset Haze,1867,hybrid,Citrus,Flowery,Sweet,Relaxed,Euphoric,Happy,Creative,Uplifted,Dry Mouth,,,,,Depression,Pain,Stress,Inflammation,Muscle Spasms,
Sunset Sherbet,1868,hybrid,Sweet,Citrus,Earthy,Relaxed,Euphoric,Happy,Creative,Uplifted,Dry Mouth,Paranoid,Dry Eyes,Anxious,,Depression,Insomnia,Pain,Stress,Nausea,Headache
Sunshine,1869,sativa,Citrus,Sweet,Tropical,Happy,Creative,Energetic,Uplifted,Focused,,,,,,Depression,Pain,Stress,Nausea,Eye Pressure,
Sunshine #4,1870,hybrid,Citrus,Chemical,Tropical,Hungry,Euphoric,Happy,Talkative,Uplifted,,,,,,Depression,Insomnia,Pain,Stress,Muscle Spasms,
Sunshine Daydream,1871,indica,Blueberry,Skunk,Berry,Relaxed,Euphoric,Happy,Creative,,Dry Mouth,Dry Eyes,Anxious,,,Depression,Pain,Nausea,Headaches,Inflammation,
Supa Don,1872,sativa,Apricot,Flowery,Spicy/Herbal,Happy,Creative,Energetic,Uplifted,Focused,Dry Mouth,Paranoid,Dry Eyes,,,Depression,Insomnia,Stress,Fatigue,Headaches,
